id	result	rubricator	language	threshold	version	normalize	correct
J17461437220	29.19.36-0.9301\47.33.31-0.5198\31.15.17-0.372\31.15.19-0.3481\47.09.29-0.2849\31.25.15-0.1612	RGNTI3	en	0.1	0.0.1	not	###
J1446892999	31.17.29-0.9757\61.45.31-0.9662\34.47.21-0.6376	RGNTI3	en	0.1	0.0.1	not	###
J17426739887	37.31.15-0.8957\29.31.21-0.761\41.17.41-0.6726\29.33.39-0.1955	RGNTI3	en	0.1	0.0.1	not	###
J17021895131	31.17.29-0.9292\29.31.23-0.6548\61.01.94-0.4596\61.37.01-0.1994\61.37.29-0.178	RGNTI3	en	0.1	0.0.1	not	###
J1565250281	61.61.09-0.859\90.01.85-0.4186	RGNTI3	en	0.1	0.0.1	not	###
J1694915011X	28.23.15-0.972\47.51.39-0.6411\29.31.29-0.4551\47.49.29-0.3486\29.15.53-0.2466	RGNTI3	en	0.1	0.0.1	not	###
J1558695X104	30.17.27-0.9975\29.15.53-0.5387\37.31.15-0.4991\37.31.19-0.1965\29.37.03-0.1173	RGNTI3	en	0.1	0.0.1	not	###
J15491118105	53.49.17-0.954\29.15.53-0.8378\55.09.29-0.3007\55.09.43-0.2065\55.37.29-0.111\55.22.19-0.1029	RGNTI3	en	0.1	0.0.1	not	###
J15470293757	61.53.19-0.6499\44.31.31-0.5457\31.01.77-0.4969\44.31.35-0.3075\31.15.17-0.2119\31.15.21-0.1472	RGNTI3	en	0.1	0.0.1	not	###
J1565278275	31.25.19-0.9872\61.61.13-0.9346\62.13.99-0.6128\62.99.11-0.1376	RGNTI3	en	0.1	0.0.1	not	###
J15060443171	61.01.94-0.9255\76.29.49-0.8246\34.47.05-0.7648\34.47.03-0.2131	RGNTI3	en	0.1	0.0.1	not	###
J1592868088	61.37.01-0.5759\29.17.19-0.5406\29.17.01-0.341\61.53.99-0.2924\31.15.37-0.2725\31.15.35-0.2362	RGNTI3	en	0.1	0.0.1	not	###
J16498736204	61.45.39-0.9957\31.23.99-0.5143\30.51.31-0.288\30.51.37-0.2146\31.23.25-0.2141	RGNTI3	en	0.1	0.0.1	not	###
J17845839406	41.27.29-0.6728\29.17.41-0.5002\29.17.43-0.4447\31.15.03-0.3808\31.15.19-0.3484\31.25.15-0.1213	RGNTI3	en	0.1	0.0.1	not	###
J14795113188	45.53.41-0.9987\28.17.19-0.9292\50.07.03-0.8837	RGNTI3	en	0.1	0.0.1	not	###
J18037043750	31.21.21-0.8187\61.37.29-0.6549\29.35.23-0.271\29.31.19-0.2587\61.37.01-0.2186	RGNTI3	en	0.1	0.0.1	not	###
J15706017561	61.01.91-0.9934\87.53.13-0.8807\31.01.77-0.7234	RGNTI3	en	0.1	0.0.1	not	###
J15995175234	34.49.33-0.9995\76.29.49-0.9763\39.25.15-0.8444	RGNTI3	en	0.1	0.0.1	not	###
J14364007133	89.57.45-0.9962\47.49.29-0.8382\37.31.15-0.5736\37.31.19-0.2068	RGNTI3	en	0.1	0.0.1	not	###
J1702186016	34.47.51-0.9915\61.01.91-0.9556\87.53.13-0.839	RGNTI3	en	0.1	0.0.1	not	###
J170567884X	47.09.29-0.9306\31.15.19-0.4916\29.19.31-0.4847\31.15.33-0.418\29.19.27-0.1912	RGNTI3	en	0.1	0.0.1	not	###
J1524645893	87.19.91-0.8818\61.01.91-0.5394\34.47.51-0.454\61.01.94-0.4503\34.33.19-0.1492	RGNTI3	en	0.1	0.0.1	not	###
J17866909136	61.45.31-0.9966\31.23.99-0.7762\34.25.29-0.5747\34.25.19-0.279\31.23.25-0.1016	RGNTI3	en	0.1	0.0.1	not	###
J1554600145X	29.19.22-0.9761\31.15.17-0.9457\53.41.37-0.7527\53.39.31-0.2342	RGNTI3	en	0.1	0.0.1	not	###
J1723380997	34.39.39-0.9882\76.29.49-0.9856\39.23.23-0.54\39.25.15-0.3423	RGNTI3	en	0.1	0.0.1	not	###
J14985885181	47.09.29-0.9766\31.15.19-0.8407\29.19.22-0.5077\29.31.23-0.2679\29.31.21-0.1258	RGNTI3	en	0.1	0.0.1	not	###
J1552122X292	62.13.99-0.8597\61.57.31-0.7106\34.45.21-0.6881\62.39.51-0.1231	RGNTI3	en	0.1	0.0.1	not	###
J1598051857	76.29.49-0.973\15.81.61-0.8438\34.15.49-0.566\34.15.37-0.3776	RGNTI3	en	0.1	0.0.1	not	###
J1676584X73	31.25.19-0.9856\61.61.29-0.9478\29.19.22-0.7185\29.17.19-0.1951	RGNTI3	en	0.1	0.0.1	not	###
J17810970182	70.27.13-0.9935\31.25.15-0.9757\61.61.33-0.9552	RGNTI3	en	0.1	0.0.1	not	###
J16766188142	31.19.29-0.8009\76.31.29-0.4612\34.47.05-0.4466\76.35.45-0.3461\34.47.03-0.3138\31.15.35-0.1416\34.27.29-0.1187	RGNTI3	en	0.1	0.0.1	not	###
J1757357X350	31.17.29-0.9107\61.37.01-0.7701\29.19.05-0.5625\29.31.21-0.1509\61.01.94-0.1067	RGNTI3	en	0.1	0.0.1	not	###
J1774515X41	37.31.19-0.9996\30.51.37-0.9778\38.57.23-0.9367	RGNTI3	en	0.1	0.0.1	not	###
J175405071465	39.23.17-0.9985\34.35.25-0.9139\34.29.25-0.5482\34.27.39-0.2358	RGNTI3	en	0.1	0.0.1	not	###
J16513441125	61.37.01-0.7217\31.21.18-0.6614\61.37.29-0.2579\30.51.37-0.2249\31.23.27-0.148	RGNTI3	en	0.1	0.0.1	not	###
J17286562130	38.33.27-0.9968\52.45.94-0.6749\61.37.01-0.6001\61.37.29-0.1451\61.01.94-0.1171	RGNTI3	en	0.1	0.0.1	not	###
J15948495120	87.19.81-0.8099\31.19.15-0.6447\29.31.23-0.6003\31.19.03-0.2803\29.31.29-0.1902	RGNTI3	en	0.1	0.0.1	not	###
J16343481261	44.29.31-0.9415\61.01.94-0.538\50.41.25-0.3765\61.49.31-0.3497\50.41.15-0.1307	RGNTI3	en	0.1	0.0.1	not	###
J17018762711	47.35.31-0.9765\31.15.17-0.9465\29.31.29-0.6712\29.33.15-0.1784\29.31.23-0.1105	RGNTI3	en	0.1	0.0.1	not	###
J157366412X	76.03.49-0.9938\15.81.61-0.7565\34.39.15-0.7554\34.39.17-0.1295	RGNTI3	en	0.1	0.0.1	not	###
J17051239380	61.45.31-0.952\31.15.15-0.599\29.31.23-0.5893\29.31.29-0.146\31.21.29-0.1003	RGNTI3	en	0.1	0.0.1	not	###
J15561779520	44.29.01-0.9962\39.23.25-0.9381\34.35.25-0.8739	RGNTI3	en	0.1	0.0.1	not	###
J17798091137	31.19.03-0.9605\61.41.43-0.8416\87.19.03-0.4031	RGNTI3	en	0.1	0.0.1	not	###
J1605443948	64.29.13-0.9492\41.27.29-0.9317	RGNTI3	en	0.1	0.0.1	not	###
J16260268102	52.45.23-0.9778\87.53.13-0.5731\38.33.17-0.4526\87.19.03-0.2913\38.57.15-0.2255\38.33.15-0.1555	RGNTI3	en	0.1	0.0.1	not	###
J1635458072	89.57.45-0.9981\39.23.19-0.9657\37.31.19-0.5525	RGNTI3	en	0.1	0.0.1	not	###
J1657261815X	70.27.13-0.9966\52.45.25-0.9798\87.53.13-0.6697\87.19.03-0.2604	RGNTI3	en	0.1	0.0.1	not	###
J1700757458	31.25.15-0.9914\29.17.19-0.9636\61.61.81-0.659\61.61.33-0.2041	RGNTI3	en	0.1	0.0.1	not	###
J16192017138	34.39.15-0.9964\73.31.17-0.9211\39.23.17-0.6111\39.23.19-0.1458	RGNTI3	en	0.1	0.0.1	not	###
J17023723273	31.15.03-0.9731\61.01.94-0.8549\29.15.17-0.4047\29.15.19-0.3377\61.31.61-0.1117	RGNTI3	en	0.1	0.0.1	not	###
J17318553425	34.49.33-0.9903\76.03.49-0.9365\15.81.61-0.8776	RGNTI3	en	0.1	0.0.1	not	###
J1566995248	31.15.19-0.8755\29.19.21-0.8391\61.35.29-0.7264\61.31.61-0.2344	RGNTI3	en	0.1	0.0.1	not	###
J17008716482	75.31.19-0.9999\52.45.25-0.9913\64.29.13-0.9825	RGNTI3	en	0.1	0.0.1	not	###
J16463398108	29.31.23-0.9706\31.17.29-0.891\61.41.43-0.7753\61.31.51-0.1478	RGNTI3	en	0.1	0.0.1	not	###
J14516060163	44.41.35-0.9931\29.19.31-0.9246\31.15.29-0.4191\31.15.19-0.3823	RGNTI3	en	0.1	0.0.1	not	###
J1660931754	49.03.11-0.9443\47.49.27-0.8892\50.33.03-0.5114\50.05.15-0.4234	RGNTI3	en	0.1	0.0.1	not	###
J1602254532	28.23.15-0.9987\50.41.25-0.8315\27.47.19-0.6899	RGNTI3	en	0.1	0.0.1	not	###
J1628304766	61.31.51-0.9241\29.19.36-0.907\31.15.19-0.8284	RGNTI3	en	0.1	0.0.1	not	###
J164443346X	34.43.37-0.9926\76.03.49-0.4704\15.81.61-0.4615\76.03.41-0.3046\76.29.49-0.1346	RGNTI3	en	0.1	0.0.1	not	###
J16464734225	41.17.41-0.9901\89.51.17-0.9676\29.05.45-0.7423\29.15.39-0.2238	RGNTI3	en	0.1	0.0.1	not	###
J16124445928	61.61.99-0.622\90.01.85-0.2958\61.61.33-0.2666\30.51.37-0.1018	RGNTI3	en	0.1	0.0.1	not	###
J17490488202	47.09.29-0.9767\31.15.21-0.8921\29.19.31-0.6056\29.19.33-0.1861	RGNTI3	en	0.1	0.0.1	not	###
J1593262973	34.33.27-0.9993\39.19.25-0.9698\76.35.45-0.8159	RGNTI3	en	0.1	0.0.1	not	###
J1652324259	28.25.23-0.9963\27.45.17-0.9147\50.41.25-0.8242	RGNTI3	en	0.1	0.0.1	not	###
J16073492622	29.19.36-0.9793\31.15.19-0.9609\47.09.29-0.9592	RGNTI3	en	0.1	0.0.1	not	###
J1754386792	34.27.29-0.7963\31.23.17-0.561\62.13.99-0.4222\31.23.99-0.2162\34.27.21-0.1606	RGNTI3	en	0.1	0.0.1	not	###
J1625831X14	39.23.23-0.9988\34.35.33-0.9006\38.53.21-0.2421\38.37.91-0.1409	RGNTI3	en	0.1	0.0.1	not	###
J1616644X392	30.19.57-0.9962\61.61.81-0.983\55.09.43-0.9725	RGNTI3	en	0.1	0.0.1	not	###
J16627110527	44.31.03-0.9611\30.17.27-0.8216\29.17.19-0.7291\29.17.01-0.2399\30.51.31-0.1519	RGNTI3	en	0.1	0.0.1	not	###
J1702368599	20.01.07-0.9635\66.45.33-0.9386\15.81.61-0.8249	RGNTI3	en	0.1	0.0.1	not	###
J17428553322	47.55.35-0.7473\31.01.77-0.4117\29.35.17-0.3397\53.49.05-0.1422\47.49.29-0.1124	RGNTI3	en	0.1	0.0.1	not	###
J1790970598	53.49.07-0.9558\29.19.39-0.8822\31.15.19-0.4305\31.15.17-0.4164	RGNTI3	en	0.1	0.0.1	not	###
J15062705122	52.13.05-0.9359\66.45.33-0.93\68.05.43-0.7168	RGNTI3	en	0.1	0.0.1	not	###
J1650089732	38.63.15-0.9812\30.19.31-0.9478\52.13.05-0.8715\52.13.25-0.1112	RGNTI3	en	0.1	0.0.1	not	###
J1701273X189	49.46.29-0.9931\29.31.15-0.9133\73.31.17-0.4071\73.43.61-0.1752	RGNTI3	en	0.1	0.0.1	not	###
J1651345X757	61.37.01-0.7051\29.31.29-0.6248\31.21.25-0.5927\61.37.29-0.2692\31.21.27-0.2274\29.35.17-0.1371	RGNTI3	en	0.1	0.0.1	not	###
J17248709286	61.01.94-0.652\38.37.21-0.4303\90.27.31-0.3297\90.27.37-0.2952\61.01.91-0.2819\41.19.41-0.2611\90.01.85-0.1647	RGNTI3	en	0.1	0.0.1	not	###
J1567046251X	47.09.29-0.9753\31.15.19-0.9082\29.19.31-0.5748\29.31.29-0.3366	RGNTI3	en	0.1	0.0.1	not	###
J16166210295	76.29.49-0.9991\34.15.51-0.9836\15.81.61-0.1682	RGNTI3	en	0.1	0.0.1	not	###
J1474308375X	70.27.13-0.5676\61.01.94-0.5008\61.01.91-0.4447\70.25.01-0.2155\87.19.15-0.1631\87.19.03-0.1516	RGNTI3	en	0.1	0.0.1	not	###
J16259634206	47.33.33-0.9962\29.31.29-0.9792\31.15.19-0.6505\31.15.29-0.1853	RGNTI3	en	0.1	0.0.1	not	###
J15901065448	31.15.17-0.9373\29.19.22-0.9254\61.31.51-0.7467\61.53.99-0.1538	RGNTI3	en	0.1	0.0.1	not	###
J1651339559X	87.53.13-0.8936\31.23.29-0.8671\61.37.01-0.6903\61.41.43-0.1479\31.23.27-0.1029	RGNTI3	en	0.1	0.0.1	not	###
J15604079266	29.19.36-0.9777\31.15.19-0.83\53.49.07-0.4883\53.37.29-0.1214	RGNTI3	en	0.1	0.0.1	not	###
J15596408235	49.44.29-0.9958\29.31.15-0.3555\29.33.03-0.2808\73.43.01-0.2659	RGNTI3	en	0.1	0.0.1	not	###
J1500604X98	34.33.33-0.9982\68.03.05-0.9307\39.19.25-0.8027\39.25.15-0.1451	RGNTI3	en	0.1	0.0.1	not	###
J1776133320X	37.31.19-0.9941\38.61.01-0.971\30.17.27-0.9109	RGNTI3	en	0.1	0.0.1	not	###
J16224415354	55.30.31-0.9758\28.15.15-0.9232\27.47.19-0.8012	RGNTI3	en	0.1	0.0.1	not	###
J1607365499	61.45.31-0.9412\31.21.27-0.788\29.31.29-0.2204\31.21.25-0.1045	RGNTI3	en	0.1	0.0.1	not	###
J1785496X11X	31.21.29-0.8337\61.37.01-0.8188\87.53.13-0.4414\61.37.29-0.1681\31.15.33-0.1567	RGNTI3	en	0.1	0.0.1	not	###
J1652299874	61.35.33-0.9952\87.53.15-0.847\30.51.31-0.4884\30.51.37-0.3721	RGNTI3	en	0.1	0.0.1	not	###
J16124585185	31.15.17-0.9767\61.35.29-0.8997\29.19.31-0.8797	RGNTI3	en	0.1	0.0.1	not	###
J1651329826	31.23.27-0.8323\61.37.01-0.6432\34.15.25-0.5362\34.15.27-0.4233\61.45.15-0.2685	RGNTI3	en	0.1	0.0.1	not	###
J16927769494	31.25.15-0.989\61.61.81-0.7436\29.19.31-0.6638\61.74.29-0.2366	RGNTI3	en	0.1	0.0.1	not	###
J16245234308	31.25.19-0.6648\90.01.85-0.486\61.61.29-0.4196\61.61.81-0.3635\31.25.15-0.3337\30.51.31-0.2857	RGNTI3	en	0.1	0.0.1	not	###
J1708581820	61.57.31-0.9327\34.27.39-0.926\31.23.27-0.9214	RGNTI3	en	0.1	0.0.1	not	###
J1598547123X	61.37.01-0.9179\31.21.15-0.7903\29.35.17-0.1854	RGNTI3	en	0.1	0.0.1	not	###
J1718105126	61.45.31-0.998\29.31.29-0.6352\31.21.29-0.4632\31.21.27-0.2356\31.23.27-0.1028	RGNTI3	en	0.1	0.0.1	not	###
J1684052335	49.46.29-0.9893\73.31.17-0.4439\29.31.15-0.3134\29.31.29-0.2658	RGNTI3	en	0.1	0.0.1	not	###
J1783331852	53.49.03-0.8947\29.19.31-0.7823\31.15.19-0.6996\31.17.29-0.2242	RGNTI3	en	0.1	0.0.1	not	###
J17571321855	53.39.31-0.9863\29.19.13-0.9071\30.51.37-0.2928	RGNTI3	en	0.1	0.0.1	not	###
J17428553233	89.57.35-0.97\29.35.17-0.8037\47.49.29-0.6499\47.51.39-0.3423\29.31.29-0.1449	RGNTI3	en	0.1	0.0.1	not	###
J18051194108	29.37.39-0.9972\47.55.35-0.8062	RGNTI3	en	0.1	0.0.1	not	###
J16741703159	31.15.28-0.9873\61.37.01-0.6409\29.17.43-0.4252\61.53.99-0.2151\29.19.22-0.2086	RGNTI3	en	0.1	0.0.1	not	###
J15939070201	37.31.19-0.9975\89.57.45-0.9668\30.51.37-0.7303\30.19.31-0.2379	RGNTI3	en	0.1	0.0.1	not	###
J16714676316	31.15.17-0.937\29.31.29-0.9106\61.31.55-0.5013\61.41.43-0.2875\61.31.51-0.164	RGNTI3	en	0.1	0.0.1	not	###
J1650082X38	31.17.39-0.7185\61.13.19-0.3556\61.31.51-0.2012\90.27.37-0.1737\61.31.61-0.1608\90.01.85-0.1576\31.15.33-0.1338	RGNTI3	en	0.1	0.0.1	not	###
J1432093X275	31.15.31-0.9447\29.17.19-0.8223\61.01.94-0.6393\61.31.49-0.1604	RGNTI3	en	0.1	0.0.1	not	###
J17106041129	44.37.29-0.9864\70.27.13-0.9646\61.13.19-0.5862\61.01.94-0.1969	RGNTI3	en	0.1	0.0.1	not	###
J1518858X1351	31.17.29-0.9428\61.37.01-0.7044\29.31.29-0.3066\29.31.21-0.2518\61.01.94-0.124	RGNTI3	en	0.1	0.0.1	not	###
J1762655X332	61.37.01-0.7585\31.21.27-0.6041\29.19.31-0.4599\29.19.15-0.3677\31.15.28-0.32\61.37.29-0.185	RGNTI3	en	0.1	0.0.1	not	###
J17394748150	29.27.35-0.9509\53.39.31-0.9488\31.15.31-0.7652\31.17.29-0.1632	RGNTI3	en	0.1	0.0.1	not	###
J17687613224	53.39.31-0.9896\55.09.43-0.7546\30.51.31-0.4686\30.51.37-0.3196	RGNTI3	en	0.1	0.0.1	not	###
J1745726X103	55.03.11-0.9889\30.19.57-0.928\53.43.03-0.8749	RGNTI3	en	0.1	0.0.1	not	###
J16463223278	34.33.33-0.9952\39.19.25-0.9861	RGNTI3	en	0.1	0.0.1	not	###
J1722253X224	29.19.36-0.9715\61.35.29-0.9627\31.15.17-0.9587	RGNTI3	en	0.1	0.0.1	not	###
J1698371578	47.33.29-0.9741\53.41.37-0.9009\29.19.22-0.8738	RGNTI3	en	0.1	0.0.1	not	###
J1723425281	31.15.17-0.984\29.19.15-0.977\53.41.37-0.9411	RGNTI3	en	0.1	0.0.1	not	###
J17281080111	47.09.29-0.9842\31.15.19-0.7876\29.19.29-0.5745\29.19.31-0.2222\31.17.29-0.1566	RGNTI3	en	0.1	0.0.1	not	###
J1811219357	30.15.35-0.9984\29.37.35-0.9465\45.29.02-0.5233\45.29.31-0.1845	RGNTI3	en	0.1	0.0.1	not	###
J15780993153	30.19.31-0.8835\53.49.05-0.7489\29.19.15-0.7151\29.15.53-0.1337	RGNTI3	en	0.1	0.0.1	not	###
